696664,2018-08-05 11:39:58,09,03,02,07,04,01,05,10,06,08
696663,2018-08-05 11:29:48,04,09,05,08,10,07,01,02,03,06
696662,2018-08-05 11:29:48,10,04,02,06,09,05,08,03,01,07
696661,2018-08-05 11:19:23,01,08,05,09,02,04,10,07,03,06
696660,2018-08-05 11:19:23,10,06,04,09,02,05,03,01,07,08
696659,2018-08-05 11:08:29,08,03,01,02,07,06,05,10,09,04
696658,2018-08-05 11:08:29,05,09,01,03,08,04,02,06,10,07
696657,2018-08-05 10:58:31,10,03,09,07,08,02,04,01,06,05
696656,2018-08-05 10:55:29,04,01,09,07,10,06,05,03,02,08
696655,2018-08-05 10:48:28,08,07,06,04,10,02,01,09,03,05
696654,2018-08-05 10:44:09,03,01,02,09,07,04,10,06,08,05
696653,2018-08-05 10:44:09,02,07,04,03,01,09,05,08,10,06
696652,2018-08-05 10:34:35,08,04,03,01,02,05,07,06,10,09
696651,2018-08-05 10:28:12,04,08,01,05,03,02,09,10,07,06
696650,2018-08-05 10:24:21,06,04,05,03,01,02,09,08,07,10
696649,2018-08-05 10:24:21,04,09,02,03,05,07,08,01,06,10
696648,2018-08-05 10:13:34,10,03,07,01,05,02,09,04,06,08
696647,2018-08-05 10:08:51,04,07,05,10,06,03,09,01,08,02
696646,2018-08-05 10:03:33,08,04,10,07,09,05,03,01,06,02
696645,2018-08-05 09:58:50,03,05,04,09,01,10,07,08,02,06
696644,2018-08-05 09:53:07,08,01,07,10,09,04,06,02,03,05
696643,2018-08-05 09:48:07,08,09,01,10,07,06,04,03,05,02
696642,2018-08-05 09:43:50,08,06,07,01,02,04,09,05,10,03
696641,2018-08-05 09:38:50,05,09,01,07,06,04,08,02,03,10
696640,2018-08-05 09:33:48,05,08,01,04,07,09,02,10,06,03
696639,2018-08-05 09:28:08,08,09,01,04,02,10,06,07,05,03
696638,2018-08-05 09:23:52,07,05,08,02,10,09,01,03,06,04
696637,2018-08-05 09:18:54,02,03,06,04,10,07,01,09,08,05
696636,2018-08-05 09:13:50,08,02,10,03,01,04,06,09,07,05
696635,2018-08-05 09:08:52,05,08,07,06,02,09,03,10,01,04
696634,2018-08-04 23:58:45,03,07,10,04,05,01,08,06,02,09
696633,2018-08-04 23:53:45,03,02,04,10,06,09,01,07,08,05
696632,2018-08-04 23:48:45,04,07,02,05,10,03,01,09,08,06
696631,2018-08-04 23:43:45,08,04,03,10,05,07,02,01,06,09
696630,2018-08-04 23:38:45,09,08,10,03,04,07,01,05,06,02
696629,2018-08-04 23:33:45,01,09,06,02,04,05,10,03,07,08
696628,2018-08-04 23:28:45,07,09,03,06,10,02,05,08,01,04
696627,2018-08-04 23:23:45,03,08,10,07,04,02,06,09,01,05
696626,2018-08-04 23:18:46,08,10,05,02,01,09,04,03,07,06
696625,2018-08-04 23:13:45,03,01,05,06,09,10,08,02,04,07
696624,2018-08-04 23:08:45,09,07,10,06,03,05,04,02,01,08
696623,2018-08-04 23:03:46,03,07,08,04,09,10,05,01,02,06
696622,2018-08-04 22:58:45,06,02,01,05,09,03,04,07,08,10
696621,2018-08-04 22:53:45,06,01,04,05,07,09,08,02,03,10
696620,2018-08-04 22:48:50,10,02,05,01,09,08,04,06,07,03
696619,2018-08-04 22:43:48,04,07,10,08,06,02,09,05,01,03
696618,2018-08-04 22:38:50,07,09,10,01,03,05,04,02,06,08
696617,2018-08-04 22:33:51,08,05,06,03,07,02,10,04,09,01
696616,2018-08-04 22:28:49,04,05,02,07,01,09,06,03,10,08
696615,2018-08-04 22:24:10,07,09,04,02,03,06,10,05,08,01
696614,2018-08-04 22:18:07,04,05,03,08,07,10,06,02,09,01
696613,2018-08-04 22:13:54,06,05,04,08,07,02,09,10,03,01
696612,2018-08-04 22:08:55,07,03,09,04,10,01,02,05,06,08
696611,2018-08-04 22:03:59,03,06,02,01,08,10,09,07,05,04
696610,2018-08-04 21:59:00,07,05,09,06,03,01,10,02,04,08
696609,2018-08-04 21:53:55,08,07,04,06,09,05,02,10,01,03
696608,2018-08-04 21:49:21,05,07,04,02,10,06,03,01,09,08
696607,2018-08-04 21:43:55,10,02,08,03,09,07,05,06,01,04
696606,2018-08-04 21:39:12,04,09,03,06,02,07,08,05,01,10
696605,2018-08-04 21:33:53,05,01,07,04,10,09,06,02,03,08
696604,2018-08-04 21:28:18,03,02,09,01,06,04,10,05,07,08
696603,2018-08-04 21:23:51,09,07,10,04,01,03,02,05,08,06
696602,2018-08-04 21:18:21,10,03,01,02,08,09,04,07,05,06
696601,2018-08-04 21:13:06,06,07,02,10,01,08,09,03,04,05
696600,2018-08-04 21:10:02,01,02,07,04,05,03,10,06,09,08
696599,2018-08-04 21:10:02,04,01,10,08,03,02,06,05,09,07
696598,2018-08-04 21:01:53,09,04,07,10,05,03,01,06,08,02
696597,2018-08-04 20:53:55,07,05,02,10,04,08,06,09,01,03
696596,2018-08-04 20:48:56,04,02,01,05,10,08,03,06,07,09
696595,2018-08-04 20:43:54,09,01,07,02,06,10,05,03,04,08
696594,2018-08-04 20:38:10,08,09,02,06,01,04,05,03,07,10
696593,2018-08-04 20:33:51,03,04,10,06,08,07,05,09,01,02
696592,2018-08-04 20:28:56,10,02,08,05,09,06,03,04,07,01
696591,2018-08-04 20:23:56,03,05,08,04,09,06,01,02,07,10
696590,2018-08-04 20:18:52,10,09,02,08,03,01,05,07,06,04
696589,2018-08-04 20:13:51,10,08,06,07,05,09,02,04,03,01
696588,2018-08-04 20:08:53,05,04,02,09,10,03,08,06,07,01
696587,2018-08-04 20:04:50,07,10,08,04,09,01,05,02,03,06
696586,2018-08-04 19:58:51,10,03,06,04,01,02,08,05,09,07
696585,2018-08-04 19:53:10,05,04,01,07,09,10,03,02,06,08
696584,2018-08-04 19:48:51,03,08,09,04,05,10,07,06,02,01
696583,2018-08-04 19:43:10,08,07,01,06,03,04,10,05,02,09
696582,2018-08-04 19:38:55,07,02,06,05,01,03,08,10,09,04
696581,2018-08-04 19:33:51,01,05,03,08,04,07,02,10,06,09
